Victorian Electorates by Locality and Postcode,,,,,,,,,,
Count of Electors and Properties (households) for State Enrolled Electors ONLY as at 27 Mar 2020,,,,,,,,,,
Locality Name,"Post
Code","Municipality
Name","Ward
Name",LGA,"District
Name","District
Code","Region
Name","Region
Code","Property
Count","Elector
Count"
Tonghi Creek,3890,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,4,7
Tongio,3896,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,35,38
Tonimbuk,3815,Cardinia Shire Council,Port,54302,Narracan,58,Eastern Victoria,2,99,177
Tooan,3409,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8,12,18
Tooborac,3522,Mitchell Shire Council,North,52802,Euroa,27,Northern Victoria,4,146,225
Toolamba,3614,Greater Shepparton City Council,Unsubdivided,52501,Euroa,27,Northern Victoria,4,116,204
Toolamba,3614,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4,205,369
Toolamba West,3614,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4,45,90
Toolangi,3777,Murrindindi Shire Council,Kinglake,53005,Eildon,24,Northern Victoria,4,153,257
Toolangi,3777,Yarra Ranges Shire Council,Ryrie,56207,Eildon,24,Northern Victoria,4,16,30
Toolern Vale,3337,Macedon Ranges Shire Council,South,56602,Macedon,45,Northern Victoria,4,4,7
Toolern Vale,3337,Melton City Council,Watts,55403,Macedon,45,Northern Victoria,4,325,608
Toolleen,3551,Campaspe Shire Council,Rochester,52303,Euroa,27,Northern Victoria,4,71,103
Toolleen,3551,Greater Bendigo City Council,Eppalock,50201,Euroa,27,Northern Victoria,4,28,45
Toolondo,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8,37,51
Toolong,3285,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8,46,77
Toongabbie,3856,Latrobe City Council,East,53702,Morwell,54,Eastern Victoria,2,396,703
Toongabbie,3856,Wellington Shire Council,Northern,53903,Morwell,54,Eastern Victoria,2,32,61
Toora,3962,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2,421,560
Toora North,3962,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2,61,73
Tooradin,3980,Cardinia Shire Council,Port,54302,Bass,3,Eastern Victoria,2,7,17
Tooradin,3980,Casey City Council,Balla Balla,54401,Bass,3,Eastern Victoria,2,4,17
Tooradin,3980,Casey City Council,Balla Balla,54401,Hastings,37,Eastern Victoria,2,669,1111
Toorak,3142,Stonnington City Council,North,51202,Malvern,46,Southern Metropolitan,6,4606,6845
Toorak,3142,Stonnington City Council,North,51202,Prahran,68,Southern Metropolitan,6,2787,3579
Toorloo Arm,3909,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,142,270
Tootgarook,3941,Mornington Peninsula Shire Council,Nepean,55703,Nepean,61,Eastern Victoria,2,2070,2331
Torquay,3228,Surf Coast Shire Council,Torquay,50103,South Barwon,76,Western Victoria,8,6531,10305
Torquay,3228,Surf Coast Shire Council,Winchelsea,50104,South Barwon,76,Western Victoria,8,597,1184
Torrita,3490,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4,22,26
Torrumbarry,3562,Campaspe Shire Council,Western,52305,Murray Plains,57,Northern Victoria,4,127,197
Torwood,3821,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,15,31
Tostaree,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,11,15
Tottenham,3012,Maribyrnong City Council,Stony Creek,55202,Footscray,30,Western Metropolitan,7,18,11
Tottington,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8,1,3
Tourello,3363,Ballarat City Council,North,50302,Ripon,72,Western Victoria,8,16,33
Towan,3596,Swan Hill Rural City Council,Murray-Mallee,57003,Mildura,49,Northern Victoria,4,8,13
Towaninny,3527,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4,5,9
Towaninny South,3527,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4,2,2
Tower Hill,3283,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8,32,61
Towong,3707,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,72,113
Towong Upper,3707,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,14,28
Trafalgar,3824,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,1840,3040
Trafalgar East,3824,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,169,306
Trafalgar South,3824,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,117,217
Tragowel,3579,Gannawarra Shire Council,Patchell,57203,Murray Plains,57,Northern Victoria,4,49,61
Traralgon,3844,Latrobe City Council,East,53702,Morwell,54,Eastern Victoria,2,12020,18865
Traralgon East,3844,Latrobe City Council,East,53702,Morwell,54,Eastern Victoria,2,673,1376
Traralgon South,3844,Latrobe City Council,East,53702,Morwell,54,Eastern Victoria,2,192,382
Travancore,3032,Moonee Valley City Council,Myrnong,55602,Essendon,26,Western Metropolitan,7,1162,1200
Trawalla,3373,Pyrenees Shire Council,Ercildoune,51904,Ripon,72,Western Victoria,8,64,118
Trawool,3660,Mitchell Shire Council,North,52802,Euroa,27,Northern Victoria,4,46,72
Trawool,3660,Murrindindi Shire Council,Cheviot,53002,Eildon,24,Northern Victoria,4,3,3
Traynors Lagoon,3477,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8,14,16
Traynors Lagoon,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8,2,4
Tremont,3785,Yarra Ranges Shire Council,Streeton,56208,Monbulk,51,Eastern Victoria,2,31,43
Trentham,3458,Hepburn Shire Council,Coliban,56403,Macedon,45,Northern Victoria,4,713,987
Trentham,3458,Moorabool Shire Council,Woodlands,50404,Macedon,45,Northern Victoria,4,2,5
Trentham East,3458,Hepburn Shire Council,Coliban,56403,Macedon,45,Northern Victoria,4,36,67
Trentham East,3458,Macedon Ranges Shire Council,West,56603,Macedon,45,Northern Victoria,4,46,78
Tresco,3583,Swan Hill Rural City Council,Lakes,57002,Murray Plains,57,Northern Victoria,4,91,130
Tresco West,3584,Swan Hill Rural City Council,Lakes,57002,Murray Plains,57,Northern Victoria,4,54,96
Trida,3953,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,7,12
Trida,3953,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2,20,27
Truganina,3029,Melton City Council,Cambridge,55401,Kororoit,42,Western Metropolitan,7,46,74
Truganina,3029,Wyndham City Council,Harrison,56102,Tarneit,81,Western Metropolitan,7,7956,11619
Tubbut,3888,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,12,13
Tuerong,3915,Mornington Peninsula Shire Council,Cerberus,55702,Mornington,53,Eastern Victoria,2,137,276
Tulkara,3384,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8,4,7
Tullamarine,3043,Brimbank City Council,Horseshoe Bend,54203,Sunbury,79,Western Metropolitan,7,30,8
Tullamarine,3043,Hume City Council,Jacksons Creek,54802,Sunbury,79,Western Metropolitan,7,3284,4672
Tullamarine,3043,Moreland City Council,North-West,51002,Sunbury,79,Western Metropolitan,7,83,98
Tungamah,3728,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4,222,342
Turoar,3546,Swan Hill Rural City Council,Murray-Mallee,57003,Mildura,49,Northern Victoria,4,3,7
Turriff,3488,Yarriambiack Shire Council,Hopetoun,57602,Mildura,49,Northern Victoria,4,14,24
Turriff East,3488,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4,4,4
Turtons Creek,3960,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2,17,24
Tutye,3490,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4,15,19
Tyaak,3658,Mitchell Shire Council,North,52802,Euroa,27,Northern Victoria,4,34,66
Tyabb,3913,Mornington Peninsula Shire Council,Watson,55706,Hastings,37,Eastern Victoria,2,1370,2740
Tyenna,3533,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4,1,3
Tyers,3844,Latrobe City Council,East,53702,Morwell,54,Eastern Victoria,2,356,673
Tylden,3444,Hepburn Shire Council,Coliban,56403,Macedon,45,Northern Victoria,4,6,12
Tylden,3444,Macedon Ranges Shire Council,West,56603,Macedon,45,Northern Victoria,4,232,392
Tylden South,3444,Hepburn Shire Council,Coliban,56403,Macedon,45,Northern Victoria,4,4,7
Tynong,3813,Cardinia Shire Council,Port,54302,Narracan,58,Eastern Victoria,2,198,369
Tynong North,3813,Cardinia Shire Council,Port,54302,Narracan,58,Eastern Victoria,2,170,345
Tyntynder,3586,Swan Hill Rural City Council,Central,57001,Murray Plains,57,Northern Victoria,4,72,120
Tyntynder South,3586,Swan Hill Rural City Council,Central,57001,Murray Plains,57,Northern Victoria,4,88,191
Tyrendarra,3285,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,77,Western Victoria,8,88,170
Tyrendarra East,3285,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8,8,17
Tyrrell,3533,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4,3,9
Tyrrell,3533,Swan Hill Rural City Council,Lakes,57002,Murray Plains,57,Northern Victoria,4,2,3
Tyrrell Downs,3533,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4,6,12
Ullina,3370,Hepburn Shire Council,Cameron,56402,Ripon,72,Western Victoria,8,14,26
Ullswater,3318,West Wimmera Shire Council,Unsubdivided,57501,Lowan,44,Western Victoria,8,23,31
Ultima,3544,Swan Hill Rural City Council,Lakes,57002,Murray Plains,57,Northern Victoria,4,112,154
Ultima East,3544,Swan Hill Rural City Council,Lakes,57002,Murray Plains,57,Northern Victoria,4,2,3
Ulupna,3641,Moira Shire Council,Unsubdivided,52901,Shepparton,75,Northern Victoria,4,9,9
Undera,3629,Greater Shepparton City Council,Unsubdivided,52501,Murray Plains,57,Northern Victoria,4,179,307
Underbool,3509,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4,172,184
Upotipotpon,3669,Strathbogie Shire Council,Honeysuckle Creek,53101,Euroa,27,Northern Victoria,4,23,38
Upper Ferntree Gully,3156,Knox City Council,Dobson,55005,Monbulk,51,Eastern Victoria,2,975,1823
Upper Ferntree Gully,3156,Yarra Ranges Shire Council,Lyster,56204,Monbulk,51,Eastern Victoria,2,1,4
Upper Ferntree Gully,3156,Yarra Ranges Shire Council,Streeton,56208,Monbulk,51,Eastern Victoria,2,351,665
Upper Gundowring,3691,Alpine Shire Council,Unsubdivided,52201,Benambra,6,Northern Victoria,4,54,101
Upper Lurg,3673,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4,51,88
Upper Lurg,3673,Wangaratta Rural City Council,Warby,52704,Ovens Valley,65,Northern Victoria,4,1,1
Upper Plenty,3756,Mitchell Shire Council,South,52803,Yan Yean,87,Northern Victoria,4,144,266
Upper Ryans Creek,3673,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4,18,29
Upton Hill,3664,Strathbogie Shire Council,Mount Wombat,53104,Euroa,27,Northern Victoria,4,15,16
Upwey,3158,Yarra Ranges Shire Council,Lyster,56204,Monbulk,51,Eastern Victoria,2,639,1298
Upwey,3158,Yarra Ranges Shire Council,Streeton,56208,Monbulk,51,Eastern Victoria,2,1979,3827
Valencia Creek,3860,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2,81,135
Vasey,3407,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8,23,39
Vaughan,3451,Mount Alexander Shire Council,Loddon River,56704,Macedon,45,Northern Victoria,4,30,37
Vectis,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8,74,130
Ventnor,3922,Bass Coast Shire Council,Island,53402,Bass,3,Eastern Victoria,2,678,712
Venus Bay,3956,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2,762,660
Vermont,3133,Maroondah City Council,Mullum,55302,Forest Hill,31,Eastern Metropolitan,1,164,303
Vermont,3133,Whitehorse City Council,Morack,55903,Forest Hill,31,Eastern Metropolitan,1,2874,4964
Vermont,3133,Whitehorse City Council,Springfield,55905,Forest Hill,31,Eastern Metropolitan,1,1201,1704
Vermont South,3133,Whitehorse City Council,Morack,55903,Forest Hill,31,Eastern Metropolitan,1,4344,8126
Vervale,3814,Cardinia Shire Council,Port,54302,Narracan,58,Eastern Victoria,2,27,34
Vesper,3833,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,25,36
Victoria Point,3294,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8,6,10
Victoria Valley,3294,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8,34,50
Viewbank,3084,Banyule City Council,Bakewell,54001,Ivanhoe,39,Eastern Metropolitan,1,35,47
Viewbank,3084,Banyule City Council,Hawdon,54005,Ivanhoe,39,Eastern Metropolitan,1,2679,4927
Vinifera,3591,Swan Hill Rural City Council,Murray-Mallee,57003,Murray Plains,57,Northern Victoria,4,75,127
Violet Town,3669,Greater Shepparton City Council,Unsubdivided,52501,Euroa,27,Northern Victoria,4,1,2
Violet Town,3669,Strathbogie Shire Council,Honeysuckle Creek,53101,Euroa,27,Northern Victoria,4,481,701
Vite Vite,3325,Corangamite Shire Council,North,51603,Polwarth,67,Western Victoria,8,20,25
Vite Vite North,3325,Corangamite Shire Council,North,51603,Polwarth,67,Western Victoria,8,19,27
W Tree,3885,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,37,41
Waaia,3637,Moira Shire Council,Unsubdivided,52901,Shepparton,75,Northern Victoria,4,161,265
Waanyarra,3551,Loddon Shire Council,Tarnagulla,56503,Ripon,72,Western Victoria,8,22,26
Waarre,3269,Corangamite Shire Council,Coastal,51602,Polwarth,67,Western Victoria,8,3,6
Waggarandall,3646,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4,26,46
Wahgunyah,3687,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4,505,860
Wahring,3608,Strathbogie Shire Council,Hughes Creek,53102,Euroa,27,Northern Victoria,4,2,3
Wahring,3608,Strathbogie Shire Council,Lake Nagambie,53103,Euroa,27,Northern Victoria,4,41,73
Wail,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8,18,32
Wairewa,3887,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,43,69
Waitchie,3544,Swan Hill Rural City Council,Lakes,57002,Murray Plains,57,Northern Victoria,4,21,31
Wal Wal,3385,Northern Grampians Shire Council,Central,57401,Lowan,44,Western Victoria,8,9,14
Wal Wal,3385,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8,7,11
Waldara,3678,Wangaratta Rural City Council,Warby,52704,Ovens Valley,65,Northern Victoria,4,236,517
Walhalla,3825,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,18,20
Walkerville,3956,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2,95,85
Walkerville North,3956,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2,8,9
Walkerville South,3956,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2,6,4
Wallace,3352,Moorabool Shire Council,West Moorabool,50403,Buninyong,16,Western Victoria,8,80,151
Wallacedale,3303,Glenelg Shire Council,Unsubdivided,51701,South-West Coast,77,Western Victoria,8,38,62
Wallacedale,3303,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8,7,7
Wallagaraugh,3891,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,5,3
Wallaloo,3387,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8,5,10
Wallaloo East,3387,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8,8,15
Wallan,3756,Mitchell Shire Council,South,52803,Yan Yean,87,Northern Victoria,4,4609,8661
Wallinduc,3351,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,67,Western Victoria,8,17,24
Wallington,3222,Greater Geelong City Council,Bellarine,50601,Bellarine,5,Western Victoria,8,545,1012
Wallup,3401,Yarriambiack Shire Council,Warracknabeal,57603,Lowan,44,Western Victoria,8,22,31
Walmer,3463,Mount Alexander Shire Council,Calder,56701,Bendigo West,8,Northern Victoria,4,69,131
Walmer,3463,Mount Alexander Shire Council,Tarrengower,56705,Bendigo West,8,Northern Victoria,4,49,94
Walpa,3875,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,79,113
Walpeup,3507,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4,108,110
Walwa,3709,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,122,166
Wanalta,3612,Campaspe Shire Council,Waranga,52304,Euroa,27,Northern Victoria,4,15,25
Wandana Heights,3216,Greater Geelong City Council,Kardinia,50603,South Barwon,76,Western Victoria,8,744,1598
Wandella,3579,Gannawarra Shire Council,Avoca,57201,Murray Plains,57,Northern Victoria,4,37,57
Wandiligong,3744,Alpine Shire Council,Unsubdivided,52201,Ovens Valley,65,Northern Victoria,4,246,338
Wandin East,3139,Yarra Ranges Shire Council,Chandler,56202,Monbulk,51,Eastern Victoria,2,168,333
Wandin North,3139,Yarra Ranges Shire Council,Billanook,56201,Evelyn,28,Eastern Victoria,2,82,200
Wandin North,3139,Yarra Ranges Shire Council,Chandler,56202,Evelyn,28,Eastern Victoria,2,1075,2147
Wando Bridge,3312,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8,16,30
Wando Vale,3312,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8,39,63
Wando Vale,3312,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8,5,10
Wandong,3758,Mitchell Shire Council,Central,52801,Euroa,27,Northern Victoria,4,129,291
Wandong,3758,Mitchell Shire Council,South,52803,Euroa,27,Northern Victoria,4,359,753
Wandown,3549,Swan Hill Rural City Council,Murray-Mallee,57003,Mildura,49,Northern Victoria,4,1,3
Wangandary,3678,Wangaratta Rural City Council,Warby,52704,Ovens Valley,65,Northern Victoria,4,91,193
Wangarabell,3891,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,5,8
Wangaratta,3677,Wangaratta Rural City Council,City,52701,Ovens Valley,65,Northern Victoria,4,8219,12588
Wangaratta,3677,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4,628,1044
Wangaratta,3677,Wangaratta Rural City Council,South,52703,Ovens Valley,65,Northern Victoria,4,4,9
Wangaratta,3677,Wangaratta Rural City Council,Warby,52704,Ovens Valley,65,Northern Victoria,4,120,276
Wangaratta South,3678,Wangaratta Rural City Council,Warby,52704,Ovens Valley,65,Northern Victoria,4,216,441
Wangie,3530,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4,5,10
Wangoom,3279,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8,77,144
Wannon,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8,51,92
Wantirna,3152,Knox City Council,Collier,55003,Bayswater,4,Eastern Metropolitan,1,1749,2916
Wantirna,3152,Knox City Council,Collier,55003,Ferntree Gully,29,Eastern Metropolitan,1,3846,6693
Wantirna South,3152,Knox City Council,Collier,55003,Ferntree Gully,29,Eastern Metropolitan,1,1077,2286
Wantirna South,3152,Knox City Council,Dinsdale,55004,Bayswater,4,Eastern Metropolitan,1,36,49
Wantirna South,3152,Knox City Council,Dinsdale,55004,Ferntree Gully,29,Eastern Metropolitan,1,1520,2484
Wantirna South,3152,Knox City Council,Scott,55007,Ferntree Gully,29,Eastern Metropolitan,1,5029,9194
Waranga,3616,Greater Shepparton City Council,Unsubdivided,52501,Euroa,27,Northern Victoria,4,2,5
Waranga Shores,3612,Campaspe Shire Council,Waranga,52304,Euroa,27,Northern Victoria,4,159,250
Waratah Bay,3959,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2,39,44
Warburton,3799,Yarra Ranges Shire Council,O'Shannassy,56206,Eildon,24,Northern Victoria,4,1208,1544
